Cell ID,Yao2021_CTKE_Ttype_M1,Tasic2018_Ttype_VISp,Subclass,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Afterhyperpolarization (mV),Burstiness,ISI Fano factor,ISI adaptation index,ISI average adaptation index,ISI coefficient of variation,Input resistance (M?),Latency (ms),Latency @ +20pA current (ms),Max number of APs,Membrane time constant (ms),Rebound (mV),Rebound APs (number),Resting membrane potential (mV),Rheobase (pA),Sag area (mV*s),Sag ratio,Sag time (s),Spike frequency adaptation,Upstroke-to-downstroke ratio,Wildness,Age (postnatal days),Sex,Mouse genotype,Targeted layer,Inferred layer,Cre (+ or -),CTKE T type confidence
20180118_sample_4,L5 IT_1,L5 IT VISp Batf3,IT,0.78645079,94.49599683,0.970194131,0.993856432,0.106717104,-32.31686354,1.28,0,5.194798112,0.388189739,0.001550645,1.393583725,1.141911002,0.234859092,158.1059328,152.56,75.4,22,26.97800313,4.007600044,0,-55.85432857,46.66666667,0,1.160315679,0,0.833333333,3.627709575,0,67,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.76
20180118_sample_6,L5 IT_1,L5 IT ALM Cpa6 Gpr88,IT,5.114931022,99.39163178,0.609741768,1.060780304,0.302116536,-45.36854103,1.68,0,-3.73724848,0.479738562,0.004292062,1.324200913,1.486583593,0.394847939,125.0225361,278.76,432.88,21,30.09292359,3.446011323,0,-59.70150014,40,0,1.138708441,0,0.5,4.69721778,0,67,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.94
20180118_sample_7,L5 ET_1,L5 PT ALM Slco2a1,ET,2.573288417,92.53995866,0.714205397,0.993822509,0.19411014,-36.26797721,1.12,0,1.35159865,0.735430157,0.006229922,9.984924623,2.575985377,0.400967515,81.43032291,53.48,34.12,16,16.26644088,4.72228919,0,-55.32526956,80,19.08326407,1.325340964,0.2522,0.777777778,3.041863457,0,67,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,1
20180123_sample_1,L5 ET_1,L5 PT ALM Slco2a1,ET,3.023193817,87.12114394,0.763933068,0.901075726,0.241638033,-28.01468223,1.36,0,0.81663765,0.738651994,0.004424794,1.128768303,1.375906471,0.289397644,77.04622138,47.8,32.84,12,11.78541611,0.18377765,0,-58.90867187,300,0,1.03886331,0,0.714285714,3.85680086,0,58,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.99
20180123_sample_3,L5 ET_1,L5 PT VISp Krt80,ET,3.161423659,82.69264549,0.865227778,0.991607086,0.243315548,-32.67222643,1.44,0,-2.350596711,0.555558596,0.003648769,2.512042819,1.342505931,0.31523662,130.1948999,98.04,60.8,17,21.0118694,4.576513161,0,-54.52551912,80,34.35553694,1.348737539,0.47064,0.888888889,2.380033144,0,58,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.94
20180123_sample_5,L5 ET_1,L5 PT VISp Krt80,ET,0.327565744,87.55454794,0.895931385,0.983556532,0.067329443,-36.8354097,1.36,0,-2.649780363,0,0.000861602,1.388888889,1.075658725,0.133514962,89.44329019,226.6,72.68,13,18.37356392,3.089049993,0,-54.99060774,27.2,34.90488418,1.331279613,0.45676,0.857142857,3.697909409,0,58,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.52
20180123_sample_6,L5 ET_1,L5 PT ALM Slco2a1,ET,1.27173332,90.03472887,0.949953947,0.981835344,0.146235643,-20.08885704,1.32,0,3.432419151,0.649157582,0.001875632,1.634016705,1.249942939,0.239863963,67.04893406,129.28,85.08,19,17.57349281,1.548758116,0,-53.66694673,260,0,1.163907478,0,0.9,3.806082289,0,58,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.95
20180123_sample_7,L5 ET_4,L5 PT ALM Npsr1,ET,1.539342974,82.67212473,0.89455045,0.96983909,0.164897939,-29.6788346,1.2,0,-1.784591004,0.741019215,0.00311405,1.211187556,1.070617858,0.263223059,70.12324188,59.96,40.56,14,15.01054763,4.133095129,0,-57.04896403,129.0909091,36.21506688,1.559304608,0.51004,1,2.638674045,0,58,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.94
20180208_sample_2,L5 ET_1,L5 PT ALM Slco2a1,ET,1.620441044,94.76218745,0.861627135,0.979757116,0.157605437,-40.0679782,1.24,0,-0.811193138,0,0.002295098,2.23297491,1.411337697,0.250278134,68.27251439,96.08,82.04,17,22.29672877,4.396405941,0,-63.7199031,86.66666667,39.36991437,1.407101645,0.4904,0.888888889,3.394319156,0,122,F,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT-,1
20180208_sample_3,L5 ET_1,L5 PT ALM Slco2a1,ET,1.848248701,92.23024547,0.873500068,0.968180109,0.177041474,-47.59714752,1.12,0,1.418601722,0.733193282,0.002506271,1.485806975,1.170731176,0.278604101,96.52014707,56.44,27.68,19,24.08213737,7.2248061,0,-65.41902916,74.66666667,40.54876718,1.433506678,0.47432,0.727272727,3.069650293,0,122,F,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT-,0.99
20180208_sample_4,L5 IT_2,L5 IT ALM Gkn1 Pcdh19,IT,3.642123183,96.97907045,0.7552335,1.091793807,0.24060113,-41.40359163,1.16,0,-0.497624278,0.042553191,0.003115866,2.622093023,1.653720421,0.36205824,75.84736405,95.08,79.76,26,17.25470344,2.734248844,0,-62.9955908,100,0,1.2086399,0,0.733333333,3.470307088,0,122,F,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT-,0.58
20180208_sample_5,L5 IT_2,L5 IT ALM Gkn1 Pcdh19,IT,4.503602958,91.29592404,0.937546905,0.990335432,0.278865428,-42.08500683,1,0,1.689739525,0.613219094,0.002679579,1.795116773,1.206366182,0.345974068,75.17590157,48.24,26.44,27,13.99222706,5.920544831,0,-60.6061257,75.78947368,39.00173968,1.557965142,0.4986,0.733333333,2.400819697,0,122,F,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT-,0.56
20180213_sample_3,L5 ET_3,L5 PT ALM Hpgd,ET,4.834253287,95.90008482,0.697412892,1.002557172,0.310033593,-45.03101483,1.24,0,-0.298891217,0,0.004871833,2.492957746,3.551643535,0.353486891,85.12868423,71.48,48.24,16,24.32260322,6.749227284,0,-62.07314559,60,41.65878583,1.425097462,0.51976,0.777777778,3.493967449,0,75,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.68
20180213_sample_5,Pvalb Gpr149,Pvalb Gpr149 Islr,Pvalb,0.968643138,73.84117506,0.920465852,0.997362191,0.137817494,-50.14824122,0.56,0,13.93116266,0,2.62E-05,1.325757576,1.011826766,0.072746189,322.4647303,29.64,12.68,121,11.18267856,7.451868195,0,-67.99683754,40,47.79939177,1.115923607,0.41052,0.904761905,0.914164174,0,75,M,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV+,0.99
20180215_sample_1,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,0.190948314,73.13334569,0.933277657,0.996311831,0.056996641,-38.16723078,0.68,0,17.72448793,0,0.000200016,1.154929577,1.013862585,0.128737387,184.1273874,29.04,17.56,50,11.57506734,1.511750716,0,-67.56217119,120,0,1.057948378,0,0.851851852,1.458188319,0,77,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.72
20180220_sample_1,Sst Crhr2_1,Sst Rxfp1 Eya1,Sst,1.607237753,95.44073418,0.924705371,0.993579974,0.163208782,-30.15358374,0.96,0,17.51612127,0,0.000193765,1.163076923,1.027129555,0.118646454,263.3827953,96.88,33.48,44,17.47587653,8.778109172,0,-49.46233276,28.98550725,53.68499827,1.318092653,0.5252,0.869565217,1.753140847,0,134,F,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT+,0.43
20180220_sample_2,L4/5 IT_2,L5 IT ALM Tmem163 Dmrtb1,IT,0.784028366,90.8797998,0.904319696,0.96407583,0.106659702,-27.31957473,1.88,0,0.132516026,0.222718571,0.003052678,1.298333333,1.243544698,0.238753466,133.9976311,65.12,44.24,12,14.79759699,0.790488657,0,-60.02316666,180,0,1.053736925,0,0.714285714,5.645899359,0,134,F,Viaat-Cre/wt; Ai9/wt,L2/3,L2/3,VIAAT-,0.94
20180225_sample_1,L2/3 IT_3,L2/3 IT VISp Agmat,IT,4.442983713,73.04880768,0.70651944,0.920219137,0.295831433,-27.83054113,2.04,0,14.65629786,0.372926712,0.006606868,2.199339934,1.764015114,0.303958583,121.0445617,240.16,99.24,9,17.94053468,0.476527314,0,-67.90558516,120,0,1.063343358,0,0.8,4.682063394,0,57,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.83
20180225_sample_2,L2/3 IT_3,L2/3 IT VISp Rrad,IT,1.111718533,93.84187311,0.933939803,0.982944839,0.12772275,-38.06238621,1.48,0,4.625130445,0.55856728,0.003177623,1.304190534,1.112072924,0.277045453,120.9362077,144.44,55.52,15,8.335933466,0.114096132,0,-75.11205903,121.1764706,0,1.046815208,0,0.666666667,4.147357332,0,57,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.86
20180225_sample_3,L4/5 IT_1,L4 IT VISp Rspo1,IT,0.833990094,89.99757841,0.729166945,0.9921676,0.105295398,-39.2408222,1.36,0,2.757746726,0.720774117,0.010828619,10.91919192,3.600244705,0.431741096,237.9236733,110.32,53.6,10,19.77852233,1.523598771,0,-69.86816712,54.66666667,0,1.069045095,0,0.428571429,4.182886946,0,57,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.97
20180225_sample_4,L5 IT_1,L5 IT ALM Cpa6 Gpr88,IT,0.541211603,95.04282102,0.968945913,0.98992011,0.085140912,-35.09964421,1.44,0,6.117321551,0.172121212,0.003140309,1.287994891,1.187512278,0.264258183,144.2434113,120.4,68.24,14,19.3019012,1.898676435,0,-64.1035841,100,0,1.089065851,0,0.75,3.926499097,0,57,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L5,PV-,0.98
20180225_sample_5,L5 ET_2,L5 PT ALM Npsr1,ET,2.874222947,90.34120664,0.837087242,0.985156464,0.238215401,-39.05873746,1.24,0,-0.989776105,0,0.005412172,1.111258278,2.49691058,0.346729244,98.36674367,177.08,79,14,17.54481279,5.701494474,0,-64.28146988,80,36.20867391,1.341513833,0.4216,0.75,3.717900981,0,57,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L5,PV-,0.85
20180225_sample_7,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,2.038353264,70.06084919,0.939858405,0.997870808,0.240956578,-39.3528305,0.52,0,16.10292867,0,4.13E-05,1.2,1.020465116,0.086954728,190.6109226,9.88,5.28,110,8.558267506,1.560735876,0,-51.25059905,44.77876106,0,1.072589258,0,0.912280702,1.110250216,0,57,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.83
20180228_sample_3,L2/3 IT_3,L2/3 IT VISp Agmat,IT,2.028479296,89.11179006,0.75272652,0.902908669,0.16721309,-31.48381785,1.64,0,6.204783916,0,0.009953267,1.980916031,1.980916031,0.368310157,52.04887107,110.64,74.16,4,7.481546821,0,0,-74.0773623,380,0,1.034405857,0,,4.533463389,0,60,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.69
20180306_sample_1,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,1.163174804,72.69775867,0.949926822,0.997736213,0.161339592,-33.11878815,0.52,0,22.15393633,0,3.68E-05,1.096858639,1.011853679,0.078873604,138.4882522,18.56,10.28,102,10.48317811,3.8627284,0,-53.33693677,109.1262136,39.36367605,1.274573142,0.48332,0.942307692,1.062566206,0,55,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV+,0.89
20180306_sample_2,L2/3 IT_3,L2/3 IT VISp Agmat,IT,0.835516778,102.2399664,0.907960815,0.962366716,0.108117567,-47.93267697,1.48,0,1.344539225,0.162924583,0.000501498,2.280754717,2.133754733,0.106156649,48.13494826,74.96,54.68,14,11.08152898,0.207650663,0,-75.14347814,280,0,1.044859431,0,0.75,4.847811014,0,55,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.8
20180306_sample_3,L2/3 IT_3,L2/3 IT VISp Agmat,IT,0.946468398,93.88887882,0.933442723,0.990177703,0.116860501,-31.02286905,1.48,1.149792224,6.991136819,0.564806055,0.002555621,1.399280576,1.100392746,0.270728018,142.7995818,116.32,59.84,18,9.388908698,0.027795672,0,-73.14424259,140,0,1.05154854,0,0.8,3.953385309,0,55,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.79
20180306_sample_5,L2/3 IT_3,L2/3 IT VISp Rrad,IT,1.566592336,89.0514683,0.877068889,0.95013862,0.156755418,-29.34417687,1.8,0,4.595158622,0.57564344,0.008626237,2.059085133,1.674635363,0.367744131,87.22187992,171.88,92.72,10,8.684696404,0,0,-73.64184925,240,0,1.008460094,0,0.666666667,4.882584926,0,55,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.93
20180309_sample_4,L5 IT_1,L4 IT VISp Rspo1,IT,0.603868566,90.97693115,0.888567588,0.946970159,0.08785974,-35.50416976,1.32,0,5.131166428,0,0.008280581,1.64709596,2.056587459,0.323837272,99.2250959,76.56,48.52,7,11.89587397,0.235802034,0,-72.0291817,185,0,1.039662603,0,0.4,3.616043412,0,58,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L5,PV-,0.6
20180309_sample_6,L5 IT_1,L4 IT VISp Rspo1,IT,0.564267234,90.47770128,0.969636734,0.991227736,0.090074471,-35.76986864,1.28,0,5.238093436,0.557344064,0.003336137,1.529715762,1.310709662,0.285213125,146.338704,81.72,60.68,15,17.07750956,3.47247001,0,-66.32644159,130,41.72994848,1.152350033,0.43444,0.666666667,3.252517459,0,58,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.75
20180309_sample_7,L4/5 IT_2,L5 IT ALM Lypd1 Gpr88,IT,4.512566351,85.87438241,0.723666107,0.999471018,0.29810139,-33.74670818,1.68,0,3.386810422,0.375804565,0.003077694,2.198704104,1.993288801,0.2728051,155.3790836,140.92,99.12,15,27.70340975,2.224365632,0,-61.11377987,80,0,1.062804235,0,0.666666667,5.287094485,0,58,M,Pvalb-Cre/wt; Ai9/wt,L5,L2/3,PV-,0.9
20180309_sample_8,L2/3 IT_3,L2/3 IT VISp Agmat,IT,1.50729367,89.57675099,0.858149652,0.955682115,0.15283708,-35.98487005,1.56,0,6.2097013,0.199329983,0.002706202,1.390308039,1.185064916,0.205247237,66.13475336,57.44,39.76,10,20.63684661,0,0,-64.16439273,250,0,1.117034736,0,0.666666667,3.997460806,0,58,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.93
20180313_sample_2,L5 ET_1,L5 PT ALM Slco2a1,ET,2.560116624,85.25040746,0.82286037,0.949295136,0.215029989,-43.73864457,1.96,0,3.826417029,0.540765751,0.003004872,1.778148457,1.430622874,0.214335746,66.89907946,90.12,59.44,10,12.96497458,0,0,-71.80511103,228,0,1.026026103,0,0.666666667,5.504903107,0,49,M,wt/wt,L2/3,L2/3,WT,1
20180313_sample_3,L5 ET_1,L5 PT ALM Slco2a1,ET,1.41327563,76.14015974,0.720481404,0.833597597,0.148956619,-27.52407081,1.6,0,12.17069663,0,0.004510559,1.893581081,1.813578826,0.237330292,117.3431573,130,87.12,5,17.85336424,2.198821645,0,-61.98695483,140,0,1.152329071,0,,4.038928781,0,49,M,wt/wt,L2/3,L2/3,WT,0.98
20180313_sample_7,L2/3 IT_3,L2/3 IT VISp Agmat,IT,0.915405669,91.38850495,0.851918476,0.942435282,0.112438006,-25.82089975,1.56,0,9.582623839,0.39939577,0.005923735,1.636047321,1.565929458,0.274617782,98.17718393,87.76,52.12,8,9.811204456,0.170317774,0,-65.6308153,165,0,1.068281424,0,0.6,4.700631762,0,49,M,wt/wt,L2/3,L2/3,WT,0.89
20180313_sample_9,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,2.208499805,80.60735092,0.92292085,0.997546368,0.218460833,-34.90376472,0.36,0,23.10222387,0,1.66E-05,1.100591716,1.014689237,0.060938231,161.8404325,50.92,11.04,135,4.504571328,1.484523501,0,-72.26075494,160,0,1.095385455,0,0.942028986,1.416604469,0,49,M,wt/wt,L2/3,L2/3,WT,0.47
20180315_sample_1,L5 ET_2,L5 PT VISp Lgr5,ET,7.500980389,80.42476326,0.690310719,0.937536212,0.416827489,-39.01782632,1.48,0,6.281860173,0,0.022923945,1.371715611,3.368674707,0.508430786,142.2694003,134.72,76.36,7,23.23938332,5.832275709,0,-72.17758152,85,48.52020494,1.251174763,0.47608,0.75,3.23990821,0,51,M,wt/wt,L5,L5,WT,0.84
20180315_sample_5,L2/3 IT_3,L2/3 IT ALM Macc1 Lrg1,IT,2.196916893,81.44921623,0.752459476,0.930652229,0.194023619,-26.86684392,1.84,0,9.18145664,0.475236295,0.011359019,2.708601521,1.900747077,0.342627708,87.00804236,133.68,82.96,7,11.9415883,0,0,-69.24188982,240,0,1.011516003,0,0.75,4.624199697,0,51,M,wt/wt,L2/3,L2/3,WT,0.77
20180315_sample_6,L2/3 IT_3,L2/3 IT VISp Agmat,IT,2.849930215,57.28661269,0.873389018,0.993712252,0.270770495,-34.29123387,0.48,0,25.36731586,0,0.000244661,1.333333333,1.026886607,0.178837807,131.8363285,12.04,8,79,8.981552035,4.191744515,0,-61.50995782,180,37.41192892,1.295706353,0.42284,0.813953488,0.907352194,0,51,M,wt/wt,L2/3,L2/3,WT,0.81
20180321_sample_2,L5 IT_1,L5 IT ALM Cpa6 Gpr88,IT,1.001865467,82.40084723,0.771017525,0.9729953,0.123971988,-33.19390118,1.48,0,2.804640681,0,0.006233429,1.484665661,1.264218238,0.32851101,164.3810634,106.84,63,11,19.95940528,3.380349335,0,-65.23846671,100,0,1.118933299,0,0.833333333,3.837370359,0,47,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.95
20180321_sample_3,L4/5 IT_2,L5 IT ALM Lypd1 Gpr88,IT,1.482504191,80.62120341,0.916341245,0.986291287,0.16222146,-28.72546948,1.56,0,6.828857586,0.580157324,0.002048292,1.104951561,1.037206305,0.217794483,100.0629147,56,36.2,14,9.255855576,0,0,-59.89939396,180,0,1.012218188,0,0.75,4.210254158,0,47,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.94
20180321_sample_4,L2/3 IT_3,L2/3 IT VISp Agmat,IT,0.903889354,73.63260537,0.938500951,0.98455713,0.132606318,-37.48868406,0.6,0,15.48695192,0.532645465,0.00930198,1.04,1.447780344,0.568970369,213.6279506,80,52.4,21,19.41135571,5.319868554,0,-67.86338701,80,42.09108048,1.187651575,0.37644,0.5,1.33076498,0,47,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.84
20180321_sample_8,L5 ET_1,L5 PT ALM Slco2a1,ET,0.659746817,87.16028929,1.026450247,1.002690282,0.095159294,-40.20820186,0.8,0,7.573641837,0.558173785,0.001382696,1.45959596,1.204609758,0.269254108,57.48962549,152.92,109.68,32,13.99226197,2.320964908,0,-70.07425742,260,0,1.295766498,0,0.882352941,2.081398365,0,47,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.74
20180321_sample_9,L5 ET_1,L5 PT ALM Slco2a1,ET,0.313163812,85.89262329,0.975835926,0.993164953,0.067292432,-27.08854713,1.12,2.380890772,6.202099845,0.621118012,0.002213165,1.444702243,1.183713732,0.236239488,87.09728591,51.72,41.4,16,14.8563363,2.401733501,0,-54.71042469,200,0,1.22069472,0,0.777777778,2.733505263,0,47,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.93
20180322_sample_1,L2/3 IT_3,L2/3 IT VISp Agmat,IT,3.131589197,91.04026482,0.865312122,0.941576461,0.231973191,-40.03936052,1.96,0,2.756815404,0,0.005600693,1.851495726,1.603151632,0.279247658,61.61194297,107.2,76.44,8,13.07684513,0.155374268,0,-70.74649499,240,0,1.013329968,0,0.6,5.540987923,0,58,M,wt/wt,L2/3,L2/3,WT,0.9
20180322_sample_2,L2/3 IT_2,L2/3 IT ALM Sla,IT,1.442099854,90.48761241,0.898458452,0.961997082,0.153908643,-23.38219993,1.4,0,4.890846089,0.32882606,0.004309549,2.217094913,1.514427702,0.283331567,59.39252165,90.92,76,12,7.32546695,0.013514789,0,-67.38740311,380,0,1.027406612,0,0.714285714,4.2273852,0,58,M,wt/wt,L2/3,L2/3,WT,0.54
20180322_sample_3,L4/5 IT_2,L5 IT ALM Lypd1 Gpr88,IT,1.023274862,85.91854572,0.907350786,0.985291383,0.129341006,-32.66615421,1.56,0,3.198746592,0.228772894,0.001265978,1.333333333,1.111369377,0.17920387,109.2625311,95.72,69.76,16,13.9605806,0.816784747,0,-66.51355873,180,0,1.064397049,0,0.777777778,4.425848131,0,58,M,wt/wt,L5,L5,WT,0.97
20180322_sample_4,L4/5 IT_2,L5 IT ALM Lypd1 Gpr88,IT,1.278186669,89.30386603,0.837407968,0.984626721,0.141197827,-29.2596817,1.48,0,5.405969918,0.248971193,0.005591258,1.85958486,1.383497576,0.294918366,96.82546217,181.4,101.28,10,23.76436143,3.037593106,0,-60.63603167,124.6153846,0,1.19514055,0,0.666666667,4.53182679,0,58,M,wt/wt,L2/3,L5,WT,0.94
20180322_sample_5,L5 IT_1,L5 IT ALM Cpa6 Gpr88,IT,0.525695482,88.19959685,0.936674246,0.980879527,0.087768753,-32.15174004,1.44,0,3.185003996,0.610842207,0.004213677,1.754479098,1.357695633,0.304981963,160.7627857,123.2,79.68,14,22.5332654,2.919174612,0,-64.68931691,109.0909091,0,1.120023657,0,0.75,3.51983302,0,58,M,wt/wt,L5,L5,WT,0.97
20180322_sample_6,L5 ET_1,L5 PT ALM Slco2a1,ET,7.23894189,97.63096645,0.836447373,0.994692131,0.351892759,-44.44719106,1.2,0,2.709679306,0.440536013,0.001313644,1.779527559,2.238987966,0.242944097,114.6212818,95.28,58.36,27,19.01484004,4.127422703,0,-64.29551725,80,44.06693179,1.227452325,0.50648,0.733333333,3.553244665,0,58,M,wt/wt,L5,L6,WT,1
20180322_sample_7,L5 ET_4,L5 PT ALM Npsr1,ET,2.235707335,92.45722368,0.944179916,0.98564196,0.192064676,-37.95935586,1.08,0,0.703465194,0.509715994,0.000906088,1.51726122,1.117527085,0.194432706,72.43802073,50.04,29.2,26,9.887649579,2.68084359,0,-56.82101889,115.2941176,0,1.288618274,0,0.923076923,2.961022501,0,58,M,wt/wt,L5,L5,WT,0.99
20180327_sample_1,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,0.994842708,75.4429251,0.940960336,0.997318892,0.137423203,-39.93890062,0.6,0,17.69700274,0,8.65E-05,1.128358209,1.012794306,0.09762472,151.3124992,13.96,4.52,67,9.472076026,3.91325873,0,-62.33801411,120,34.23481569,1.189314301,0.36548,0.885714286,1.309778481,0,64,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.93
20180327_sample_2,Pvalb Gpr149,Pvalb Gpr149 Islr,Pvalb,2.12778898,84.06639472,0.870661695,0.996460281,0.222505253,-50.23797601,0.6,0,11.39179245,0,0.000171448,1.208791209,1.011162772,0.159555637,414.5977447,12.48,7.64,89,11.94774359,2.776598892,0,-66.37274278,40,31.42296608,1.126365169,0.30044,0.872340426,1.273836541,0,64,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.97
20180327_sample_3,L5 IT_1,L5 IT ALM Cpa6 Gpr88,IT,2.033639655,82.20387995,0.900393067,0.991643651,0.191935749,-41.62427783,1.64,0,0.234309584,0.566156616,0.004583015,1.319470699,1.105238136,0.334033978,159.748519,62.48,54.96,15,30.52222591,2.14498992,0,-57.1271614,40,0,1.120405007,0,0.875,3.610736876,0,64,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.96
20180327_sample_4,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,2.576478464,75.57600364,0.927375051,0.996948686,0.248113832,-41.78328067,0.6,0,18.52069423,0,0.000192955,1.05801105,1.009157563,0.139664423,177.0883409,34.76,19.56,61,12.47932156,2.466039656,0,-69.17264134,120,0,1.11577465,0,0.818181818,1.231681848,0,64,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.69
20180327_sample_5,Pvalb Gpr149,Pvalb Gpr149 Islr,Pvalb,1.06094803,67.39871204,0.94405834,0.997909447,0.159936493,-36.73766553,0.56,0,16.1039345,0,8.68E-05,1.031976744,1.006200811,0.12316205,146.9691362,10.6,9.44,105,9.218253885,1.917615691,0,-55.86667434,100.952381,0,1.096611848,0,0.925925926,1.178516149,0,64,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.99
20180327_sample_6,L4/5 IT_2,L5 IT ALM Lypd1 Gpr88,IT,3.088856591,81.40858263,0.847097892,0.992449299,0.255183357,-34.01404992,1.56,0,4.450440407,0.266817938,0.001411851,1.398684211,1.198185999,0.199096065,158.5737391,145.08,78.88,17,19.15149064,2.829336065,0,-63.12024886,80,0,1.13937654,0,0.7,4.453455203,0,64,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.98
20180329_sample_1,L5 IT_1,L5 IT ALM Lypd1 Gpr88,IT,1.47441996,88.48498762,0.847611822,0.985952633,0.154867875,-39.96621817,1.8,0,3.358658403,0.568373072,0.002977366,1.512476008,1.224285934,0.256705775,248.0423876,130.04,70.4,14,29.74439324,4.621164195,0,-63.19392949,40,44.58307159,1.114355082,0.43728,0.75,4.661945648,0,126,F,wt/wt,L5,L5,WT,0.75
20180329_sample_2,L5 IT_2,L5 IT VISp Batf3,IT,1.462577025,87.04168722,0.893833364,0.988478721,0.148048611,-40.87468609,2.08,0,4.276074469,0.579806978,0.001965139,1.089026915,1.057384946,0.217487119,146.1947254,147.28,81.08,15,15.11067179,0.541716803,0,-85.94332931,180,0,1.041644873,0,0.875,4.716555887,0,126,F,wt/wt,L5,L5,WT,0.32
20180329_sample_3,L5 IT_1,L5 IT ALM Gkn1 Pcdh19,IT,1.044582298,80.70667461,0.95107599,0.993024196,0.13150314,-31.70610219,1.52,0,5.636420101,0.612858141,0.002276769,1.382369146,1.209248241,0.237309563,179.9057341,134.4,81.52,15,33.71426715,2.495992337,0,-66.16191822,120,0,1.084590955,0,0.875,3.559161027,0,126,F,wt/wt,L5,L5,WT,0.92
20180329_sample_4,L5 ET_1,L5 PT ALM Slco2a1,ET,1.252865785,85.86439118,0.897689112,0.968390608,0.148717843,-49.0774177,1.56,0,-6.712574512,0,0.002528238,1.147657841,1.148433593,0.23798353,79.58680531,79.28,56.4,14,16.6762397,2.016155533,0,-68.85333291,120,0,1.13876982,0,1,3.926910953,0,126,F,wt/wt,L5,L5,WT,0.97
20180329_sample_5,L2/3 IT_3,L2/3 IT VISp Agmat,IT,1.156295119,84.82276648,0.827937731,0.962909704,0.131983372,-30.63141182,1.6,0,5.405217409,0.405597512,0.004679806,2.09972584,1.521855078,0.275270878,242.8043633,344.72,144.12,9,31.8227945,3.841419167,0,-61.61146581,25,37.61272652,1.111642969,0.36724,0.5,4.196554482,0,126,F,wt/wt,L5,L5,WT,0.91
20180329_sample_6,L5 IT_1,L2/3 IT ALM Macc1 Lrg1,IT,1.670603396,86.77594736,0.754947922,1.0040343,0.165180301,-35.41403636,1.44,0,4.861153662,0.676498573,0.003128956,6.833976834,3.11472215,0.291899682,161.3764433,121.84,83.28,17,26.42766568,1.482924546,0,-67.65763536,100,0,1.067898205,0,0.888888889,3.644730482,0,126,F,wt/wt,L5,L5,WT,0.58
