cluster_label,supertype_label,subclass_label,neighborhood_label,class_label,cluster_size,F,M,ACA,AI,AUD,CLA,ENT,HIP,MOp,MOs.FRP,PL.ILA.ORB,PTLp,RHP,RSP,SSp,SSs.GU.VISC.AIp,TEa.PERI.ECT,VIS,cell_type_accession_label
216_L5/6 IT TPE-ENT,L5/6 IT TPE-ENT Dcn,L5/6 IT TPE-ENT,L4/5/6 IT Car3,Glutamatergic,2227,0.437809,0.562191,0,0.007185,0.007634,0,0.334082,0,0,0,0.003592,0,0.012124,0.000449,0,0.009879,0.61383,0.011226,CCN19103010000216
217_L6 IT CTX,L6 IT CTX Fst,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,2985,0.345394,0.654606,0.000335,0.033166,0.134338,0,0.00201,0.000335,0.063317,0,0.028476,0.041206,0,0.003685,0.062312,0.122948,0.078392,0.429481,CCN19103010000217
218_L6 IT CTX,L6 IT CTX Fst,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,2764,0.5,0.5,0,0.028582,0.172576,0,0,0,0.071274,0,0.071635,0.034009,0,0.000724,0.32453,0.164978,0.007959,0.123734,CCN19103010000218
219_L6 IT CTX,L6 IT CTX Fst,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,1062,0.453861,0.546139,0.002828,0.257304,0.072573,0,0,0,0.00377,0.000943,0.377945,0.001885,0,0.001885,0.00377,0.161169,0.102733,0.013195,CCN19103010000219
220_L6 IT CTX,L6 IT CTX Fst,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,1422,0.344585,0.655415,0.001406,0.017581,0.149789,0,0,0,0.043601,0,0.035865,0.044304,0.001406,0.008439,0.090014,0.083685,0.040084,0.483826,CCN19103010000220
221_L6 IT CTX,L6 IT CTX Osr1,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,1114,0.466786,0.533214,0.014363,0.159785,0.001795,0,0.001795,0,0.000898,0,0.68851,0,0,0.004488,0,0.043986,0.084381,0,CCN19103010000221
222_L6 IT CTX,L6 IT CTX Osr1,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,2469,0.408262,0.591738,0.00081,0.036857,0.135682,0,0.009316,0,0.00486,0,0.015391,0.00729,0.00486,0.011746,0.003645,0.101661,0.46132,0.206561,CCN19103010000222
223_L6 IT CTX,L6 IT CTX Osr1,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,10516,0.304203,0.695797,0.023871,0.016262,0.141702,0,0.005611,0,0.093961,0.00894,0.042986,0.021303,0.00447,0.029006,0.04175,0.042606,0.071041,0.456491,CCN19103010000223
224_L6 IT CTX,L6 IT CTX Osr1,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,901,0.518313,0.481687,0,0.566038,0.00333,0,0.066593,0,0.00111,0,0.279689,0,0,0,0,0.055494,0.024417,0.00333,CCN19103010000224
225_L6 IT CTX,L6 IT CTX Osr1,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,1632,0.775735,0.224265,0,0.762255,0.003676,0,0.030025,0,0.000613,0,0.017157,0,0,0,0,0.146446,0.036765,0.003064,CCN19103010000225
226_L6 IT CTX,L6 IT CTX Osr1,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,5186,0.448322,0.551678,0.256267,0.071539,0.06074,0,0.025646,0,0.010605,0.005978,0.287119,0.0027,0.021597,0.031431,0.005592,0.036637,0.140571,0.043579,CCN19103010000226
227_L6 IT CTX,L6 IT CTX Osr1,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,29082,0.275806,0.724194,0.016333,0.003026,0.057596,0,0.001479,0,0.06492,0.009559,0.051681,0.048552,0.000481,0.023795,0.088233,0.019703,0.002854,0.611787,CCN19103010000227
228_L6 IT CTX,L6 IT CTX Osr1,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,17747,0.301516,0.698484,0.138897,0.056404,0.030484,0,0.001578,0,0.209726,0.053643,0.180369,0.010086,0.000225,0.076069,0.076407,0.028681,0.002986,0.134445,CCN19103010000228
229_L6 IT CTX,L6 IT CTX Osr1,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,2553,0.407364,0.592636,0.42734,0.046612,0.030552,0,0.003525,0,0.095182,0.027419,0.214258,0.003917,0.003525,0.052487,0.009009,0.019193,0.012926,0.054054,CCN19103010000229
230_L6 IT CTX,L6 IT CTX Osr1,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,2799,0.340121,0.659879,0.112183,0.00393,0.090747,0,0.005359,0,0.046802,0.012147,0.052519,0.045731,0.001786,0.035727,0.017506,0.023223,0.016077,0.536263,CCN19103010000230
231_L6 IT CTX,L6 IT CTX Osr1,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,482,0.510373,0.489627,0.062241,0.147303,0.070539,0,0.062241,0,0,0,0.211618,0.002075,0.012448,0.004149,0,0.080913,0.284232,0.062241,CCN19103010000231
232_L6 IT CTX,L6 IT CTX Osr1,L6 IT CTX,L4/5/6 IT Car3,Glutamatergic,241,0.593361,0.406639,0,0.348548,0,0,0.070539,0,0,0,0.020747,0,0,0,0,0.232365,0.327801,0,CCN19103010000232
233_L6 IT ENTl,L6 IT ENTl Dlk1,L6 IT ENTl,L4/5/6 IT Car3,Glutamatergic,764,0.539267,0.460733,0,0.013089,0,0,0.926702,0,0,0,0,0,0,0,0,0.013089,0.04712,0,CCN19103010000233
234_L6 IT ENTl,L6 IT ENTl Dlk1,L6 IT ENTl,L4/5/6 IT Car3,Glutamatergic,351,0.586895,0.413105,0,0.008547,0.002849,0,0.928775,0,0,0,0,0,0,0,0,0.002849,0.05698,0,CCN19103010000234
235_L6 IT ENTl,L6 IT ENTl Dlk1,L6 IT ENTl,L4/5/6 IT Car3,Glutamatergic,174,0.678161,0.321839,0,0,0.005747,0,0.971264,0,0,0,0,0,0,0,0,0.005747,0.017241,0,CCN19103010000235
236_Car3,Car3,Car3,L4/5/6 IT Car3,Glutamatergic,4754,0.564577,0.435423,0,0.014304,0.486748,0,0,0,0.002103,0.00021,0.013673,0.023349,0,0,0.047118,0.216239,0.04796,0.148296,CCN19103010000236
237_Car3,Car3,Car3,L4/5/6 IT Car3,Glutamatergic,6272,0.453284,0.546716,0,0.072545,0.117347,0,0.001116,0,0.000159,0,0.000478,0.000638,0,0,0.000159,0.058673,0.734534,0.014349,CCN19103010000237
238_Car3,Car3,Car3,L4/5/6 IT Car3,Glutamatergic,12624,0.481622,0.518378,0,0.396071,0.083967,7.92E-05,0.00903,0,0.04935,0.000713,0.02321,0.006099,0,0,0.01006,0.180292,0.156844,0.084284,CCN19103010000238
239_L5 PT CTX,L5 PT CTX Chrna6,L5 PT CTX,PT,Glutamatergic,1204,0.167774,0.832226,0,0,0.001661,0,0,0,0,0,0,0.020764,0.001661,0.024086,0.000831,0,0,0.950997,CCN19103010000239
240_L5 PT CTX,L5 PT CTX Chrna6,L5 PT CTX,PT,Glutamatergic,191,0.335079,0.664921,0,0,0.282723,0,0,0,0.031414,0,0,0.073298,0,0.005236,0.036649,0,0.010471,0.560209,CCN19103010000240
241_L5 PT CTX,L5 PT CTX Chrna6,L5 PT CTX,PT,Glutamatergic,165,0.157576,0.842424,0,0,0.006061,0,0,0,0,0,0,0.048485,0,0,0.024242,0,0,0.921212,CCN19103010000241
242_L5 PT CTX,L5 PT CTX Chrna6,L5 PT CTX,PT,Glutamatergic,405,0.375309,0.624691,0.007407,0,0.187654,0,0,0,0.002469,0,0.004938,0.004938,0,0,0,0.009877,0.679012,0.103704,CCN19103010000242
243_L5 PT CTX,L5 PT CTX Npnt,L5 PT CTX,PT,Glutamatergic,65,0.261538,0.738462,0,0,0.015385,0,0,0,0,0,0,0.061538,0,0.030769,0.015385,0,0,0.876923,CCN19103010000243
244_L5 PT CTX,L5 PT CTX Npnt,L5 PT CTX,PT,Glutamatergic,285,0.136842,0.863158,0,0,0.031579,0,0,0,0,0,0.003509,0.049123,0,0,0.003509,0,0,0.912281,CCN19103010000244
245_L5 PT CTX,L5 PT CTX Npnt,L5 PT CTX,PT,Glutamatergic,1360,0.192647,0.807353,0.001471,0,0.023529,0,0.000735,0,0,0.000735,0,0.011029,0.001471,0.067647,0,0,0.000735,0.892647,CCN19103010000245
246_L5 PT CTX,L5 PT CTX Npnt,L5 PT CTX,PT,Glutamatergic,690,0.36087,0.63913,0,0,0.175362,0,0,0,0.011594,0,0,0.115942,0,0,0.050725,0.12029,0.027536,0.498551,CCN19103010000246
247_L5 PT CTX,L5 PT CTX Npnt,L5 PT CTX,PT,Glutamatergic,402,0.30597,0.69403,0,0.004975,0.039801,0,0,0,0.231343,0.007463,0.074627,0.069652,0,0,0.176617,0.079602,0,0.31592,CCN19103010000247
248_L5 PT CTX,L5 PT CTX Npnt,L5 PT CTX,PT,Glutamatergic,643,0.399689,0.600311,0.099688,0.046729,0.014019,0,0,0,0.207165,0.205607,0.146417,0.037383,0,0.040498,0.037383,0.023364,0.004673,0.137072,CCN19103010000248
249_L5 PT CTX,L5 PT CTX Cdh13,L5 PT CTX,PT,Glutamatergic,135,0.748148,0.251852,0,0.007407,0,0,0,0,0.288889,0.696296,0,0,0,0,0.007407,0,0,0,CCN19103010000249
250_L5 PT CTX,L5 PT CTX Cdh13,L5 PT CTX,PT,Glutamatergic,81,0.617284,0.382716,0,0,0.024691,0,0,0,0,0,0.012346,0.012346,0,0,0.679012,0.222222,0,0.049383,CCN19103010000250
251_L5 PT CTX,L5 PT CTX Cdh13,L5 PT CTX,PT,Glutamatergic,145,0.448276,0.551724,0.386207,0,0,0,0,0,0,0.013793,0.565517,0,0,0.02069,0,0,0,0.013793,CCN19103010000251
252_L5 PT CTX,L5 PT CTX Cdh13,L5 PT CTX,PT,Glutamatergic,1430,0.416783,0.583217,0.081119,0.087413,0.058042,0,0.002098,0.000699,0.130769,0.097203,0.332867,0.002797,0.004196,0.006993,0.024476,0.107692,0.031469,0.032168,CCN19103010000252
253_L5 PT CTX,L5 PT CTX Cdh13,L5 PT CTX,PT,Glutamatergic,1968,0.439024,0.560976,0.291307,0.004067,0.032028,0,0.01881,0,0.000508,0,0.378241,0,0,0.034062,0,0.006609,0.16726,0.067107,CCN19103010000253
254_L5 PT CTX,L5 PT CTX Cdh13,L5 PT CTX,PT,Glutamatergic,1324,0.382931,0.617069,0.072508,0.10423,0.037009,0,0.001511,0,0.017372,0.048338,0.526435,0.000755,0,0.003021,0.000755,0.06571,0.082326,0.04003,CCN19103010000254
255_L5 PT CTX,L5 PT CTX Cdh13,L5 PT CTX,PT,Glutamatergic,2733,0.417124,0.582876,0.001098,0.07135,0.029272,0,0.000366,0,0,0,0.378705,0,0,0.000366,0,0.067691,0.437614,0.013538,CCN19103010000255
256_L5 PT CTX,L5 PT CTX C1ql2,L5 PT CTX,PT,Glutamatergic,138,0.347826,0.652174,0,0,0,0,0.107692,0,0,0,0,0,0.384615,0.376923,0,0,0,0.130769,CCN19103010000256
257_L5 PT CTX,L5 PT CTX Cdh13,L5 PT CTX,PT,Glutamatergic,1254,0.280702,0.719298,0.004785,0.00638,0.098086,0,0,0,0.00319,0,0.063796,0.016746,0.002392,0.050239,0,0.003987,0.044657,0.705742,CCN19103010000257
258_L5 PT CTX,L5 PT CTX Cdh13,L5 PT CTX,PT,Glutamatergic,640,0.164063,0.835938,0.001563,0,0.0125,0,0,0,0,0,0.001563,0.023438,0,0.025,0.004688,0,0,0.93125,CCN19103010000258
259_L5 PT CTX,L5 PT CTX Cdh13,L5 PT CTX,PT,Glutamatergic,2686,0.275875,0.724125,0.002978,0.003351,0.075577,0,0,0,0.006329,0,0.034252,0.030901,0,0.015264,0.023083,0.008191,0.010052,0.790022,CCN19103010000259
260_L5 PT CTX,L5 PT CTX C1ql2,L5 PT CTX,PT,Glutamatergic,1066,0.237336,0.762664,0.101291,0,0,0,0.000993,0,0.006951,0.000993,0,0,0.00993,0.831182,0,0,0,0.048659,CCN19103010000260
261_L4 RSP-ACA,L4 RSP-ACA Scnn1a,L4 RSP-ACA,PT,Glutamatergic,4823,0.319718,0.680282,0.103058,0,0,0,0.000214,0,0,0,0,0,0.005131,0.891597,0,0,0,0,CCN19103010000261
262_L4 RSP-ACA,L4 RSP-ACA Scnn1a,L4 RSP-ACA,PT,Glutamatergic,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CCN19103010000262
263_L5 PPP,L5 PPP Ptgfr,L5 PPP,PT,Glutamatergic,1232,0.398539,0.601461,0,0,0,0,0.043019,0,0,0,0,0,0.956169,0.000812,0,0,0,0,CCN19103010000263
264_L5/6 NP CTX,L5/6 NP CTX Sla2,L5/6 NP CTX,NP/CT/L6b,Glutamatergic,274,0.437956,0.562044,0.437956,0,0,0,0,0,0,0.00365,0,0,0.007299,0.551095,0,0,0,0,CCN19103010000264
265_L5/6 NP CTX,L5/6 NP CTX Sla2,L5/6 NP CTX,NP/CT/L6b,Glutamatergic,13173,0.397632,0.602368,0.042208,0.070599,0.086465,0,0.000683,0,0.116298,0.085782,0.098839,0.023153,7.59E-05,0.031807,0.127837,0.062476,0.051469,0.202308,CCN19103010000265
266_L5/6 NP CTX,L5/6 NP CTX Sla2,L5/6 NP CTX,NP/CT/L6b,Glutamatergic,7154,0.40998,0.59002,0.055354,0.210092,0.040677,0,0.00014,0,0.169555,0.086245,0.207017,0.001538,0.00014,0.000978,0.014957,0.099665,0.10889,0.004753,CCN19103010000266
267_L5/6 NP CTX,L5/6 NP CTX Sla2,L5/6 NP CTX,NP/CT/L6b,Glutamatergic,9785,0.357179,0.642821,0.099959,0.011038,0.084832,0,0.001942,0,0.134403,0.061733,0.045074,0.04027,0.003066,0.096075,0.065515,0.015536,0.020748,0.319808,CCN19103010000267
268_L5/6 NP CTX,L5/6 NP CTX Sla2,L5/6 NP CTX,NP/CT/L6b,Glutamatergic,1083,0.511542,0.488458,0.397969,0,0,0,0,0,0.050785,0.034164,0.000923,0,0.000923,0.481994,0.000923,0,0,0.032318,CCN19103010000268
269_L5/6 NP CTX,L5/6 NP CTX Sla2,L5/6 NP CTX,NP/CT/L6b,Glutamatergic,292,0.356164,0.643836,0.092466,0,0,0,0,0,0,0,0,0,0.041096,0.866438,0,0,0,0,CCN19103010000269
270_L5/6 NP CT CTX,L5/6 NP CT CTX Sla2 Col12a1,L5/6 NP CTX,NP/CT/L6b,Glutamatergic,2247,0.300401,0.699599,0.108144,0.036493,0.013796,0,0.00267,0,0.112595,0.062305,0.099243,0.022252,0.004005,0.161549,0.026702,0.016911,0.009791,0.323543,CCN19103010000270
271_NP SUB,NP SUB Ly6g6e,NP SUB,NP/CT/L6b,Glutamatergic,234,0.470085,0.529915,0,0,0,0,0,0.209402,0,0,0.008547,0,0.782051,0,0,0,0,0,CCN19103010000271
272_NP SUB,NP SUB Ly6g6e,NP SUB,NP/CT/L6b,Glutamatergic,537,0.499069,0.500931,0.01676,0,0,0,0.001862,0.078212,0,0,0,0,0.893855,0.009311,0,0,0,0,CCN19103010000272
273_NP SUB,NP SUB Ly6g6e,NP SUB,NP/CT/L6b,Glutamatergic,1006,0.533797,0.466203,0.002982,0,0,0,0.014911,0.008946,0,0,0,0,0.949304,0.023857,0,0,0,0,CCN19103010000273
274_NP SUB,NP SUB Ly6g6e,NP SUB,NP/CT/L6b,Glutamatergic,346,0.462428,0.537572,0,0,0,0,0.037572,0,0,0,0,0,0.962428,0,0,0,0,0,CCN19103010000274
275_NP PPP,NP PPP Tmem255b,NP PPP,NP/CT/L6b,Glutamatergic,1781,0.403706,0.596294,0.000561,0,0,0,0.063448,0,0,0,0,0,0.930376,0.005615,0,0,0,0,CCN19103010000275
276_NP PPP,NP PPP Tmem255b,NP PPP,NP/CT/L6b,Glutamatergic,895,0.547486,0.452514,0,0,0,0,0.546369,0,0,0,0,0,0.452514,0,0,0,0.001117,0,CCN19103010000276
277_NP PPP,NP PPP Tmem255b,NP PPP,NP/CT/L6b,Glutamatergic,78,0.666667,0.333333,0,0,0,0,0.782051,0,0,0,0,0,0.217949,0,0,0,0,0,CCN19103010000277
278_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,1967,0.339603,0.660397,0.21058,0.009156,0.013225,0,0.000509,0,0.067141,0.011699,0.105799,0.036114,0.000509,0.156663,0.025941,0.008647,0.007121,0.346897,CCN19103010000278
279_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,3141,0.2461,0.7539,0.034439,0,0,0,0.000319,0,0.000319,0,0,0,0.007015,0.95727,0,0,0.000638,0,CCN19103010000279
280_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,2259,0.517486,0.482514,0.726306,0,0,0,0.003543,0,0.075288,0.034544,0.036758,0,0.000443,0.069973,0,0,0.000443,0.052702,CCN19103010000280
281_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,494,0.323887,0.676113,0.214575,0.020243,0,0,0.002024,0,0.115385,0.082996,0.510121,0.004049,0,0.006073,0.002024,0.006073,0,0.036437,CCN19103010000281
282_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,8062,0.480278,0.519722,0.005334,0.180848,0.062019,0,0.001861,0,0.000248,0,0.17229,0.000868,0,0.000868,0.000248,0.138055,0.404366,0.032994,CCN19103010000282
283_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,9082,0.4085,0.5915,0.052411,0.078397,0.058137,0,0.011341,0.00011,0.001211,0.00033,0.200066,0.003083,0.007377,0.00022,0.001762,0.046906,0.496807,0.041841,CCN19103010000283
284_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,1864,0.317597,0.682403,0.004292,0.014485,0.159335,0,0,0,0.244099,0.016094,0.024678,0.02897,0,0.010193,0.098712,0.050429,0.006438,0.342275,CCN19103010000284
285_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,162,0.407407,0.592593,0.006173,0.141975,0,0,0.006173,0,0,0,0.148148,0,0.006173,0,0,0.074074,0.592593,0.024691,CCN19103010000285
286_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,1963,0.259806,0.740194,0.001528,0.00917,0.056037,0,0.000509,0,0.005094,0,0.036169,0.078451,0.001019,0.009679,0.028018,0.04432,0.046867,0.683138,CCN19103010000286
287_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,25331,0.339426,0.660574,0.000553,0.004066,0.104852,0,0,0,0.078481,0.001263,0.031503,0.045794,0,0.007856,0.185188,0.056216,0.006553,0.477676,CCN19103010000287
288_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,26204,0.304419,0.695581,0.002786,0.049534,0.116891,0,0.000229,0,0.010037,0.000878,0.100252,0.036636,0.000114,0.009655,0.059495,0.052549,0.053923,0.507022,CCN19103010000288
289_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,2470,0.321457,0.678543,0.006478,0.133198,0.044939,0,0,0,0.242105,0.0417,0.163968,0.024291,0,0.000405,0.098381,0.106883,0.01336,0.124291,CCN19103010000289
290_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,57219,0.294622,0.705378,0.113669,0.090792,0.009245,0,6.99E-05,1.75E-05,0.331201,0.070186,0.158199,0.006956,0.00028,0.019259,0.0827,0.044531,0.002866,0.070029,CCN19103010000290
291_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,1175,0.305532,0.694468,0.21617,0.003404,0,0,0.000851,0,0.355745,0.090213,0.085106,0.013617,0.000851,0.052766,0.009362,0.000851,0.000851,0.170213,CCN19103010000291
292_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,4180,0.302392,0.697608,0.076794,0.119378,0.009091,0,0,0,0.275359,0.086364,0.149043,0.033014,0.000239,0.00933,0.043062,0.019856,0.002632,0.175837,CCN19103010000292
293_L6 CT CTX,L6 CT CTX Syt6,L6 CT CTX,NP/CT/L6b,Glutamatergic,9529,0.493021,0.506979,0.541417,0.000105,0,0,0.000105,0.000105,0.030236,0.007874,0.060682,0.00021,0.004094,0.303727,0,0.000105,0,0.051339,CCN19103010000293
294_CT SUB,CT SUB Rorb,CT SUB,NP/CT/L6b,Glutamatergic,3829,0.413685,0.586315,0,0,0,0,0.082528,0,0,0,0,0,0.91695,0,0,0,0.000522,0,CCN19103010000294
295_CT SUB,CT SUB Rorb,CT SUB,NP/CT/L6b,Glutamatergic,190,0.6,0.4,0,0,0,0,0.042105,0.005263,0,0,0,0,0.942105,0,0,0,0.010526,0,CCN19103010000295
296_CT SUB,CT SUB Rorb,CT SUB,NP/CT/L6b,Glutamatergic,1747,0.607327,0.392673,0,0,0,0,0.107041,0.001717,0,0,0,0,0.891242,0,0,0,0,0,CCN19103010000296
297_CT SUB,CT SUB Rorb,CT SUB,NP/CT/L6b,Glutamatergic,161,0.490683,0.509317,0.031056,0,0,0,0.037267,0.018634,0,0,0,0,0.819876,0.049689,0,0,0,0.043478,CCN19103010000297
298_L6 CT ENT,L6 CT ENT Rasgrf2 Rmst,L6b/CT ENT,NP/CT/L6b,Glutamatergic,11968,0.613469,0.386531,0,0,0,0,0.695772,0,0,0,0,0,0.29512,0.000585,0,0,0.007269,0.001253,CCN19103010000298
299_L6 CT ENT,L6 CT ENT Rasgrf2 Rmst,L6b/CT ENT,NP/CT/L6b,Glutamatergic,2809,0.548594,0.451406,0,0,0,0,0.827697,0,0,0,0,0,0.055536,0,0,0,0.116768,0,CCN19103010000299
300_L6b ENT,L6b ENT Cplx3 Cobll1,L6b/CT ENT,NP/CT/L6b,Glutamatergic,5137,0.542145,0.457855,0,0.000195,0,0,0.866264,0,0,0,0,0,0.035235,0,0,0.000389,0.097917,0,CCN19103010000300
301_L6b ENT,L6b ENT Cplx3 Cobll1,L6b/CT ENT,NP/CT/L6b,Glutamatergic,327,0.599388,0.400612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CCN19103010000301
302_L6b ENT,L6b ENT Cplx3 Cobll1,L6b/CT ENT,NP/CT/L6b,Glutamatergic,690,0.515942,0.484058,0,0,0,0,0.852174,0,0,0,0,0,0.044928,0,0,0,0.102899,0,CCN19103010000302
303_L6b CTX,L6b CTX Nxph4,L6b CTX,NP/CT/L6b,Glutamatergic,1459,0.47087,0.52913,0,0.026731,0.033585,0,0.095956,0,0,0,0.001371,0,0.07608,0,0,0.01645,0.747772,0.002056,CCN19103010000303
304_L6b CTX,L6b CTX Clic5,L6b CTX,NP/CT/L6b,Glutamatergic,4513,0.324618,0.675382,0.144282,0.02172,0.066046,0,0.019282,0,0.152926,0.025044,0.152261,0.00953,0.046764,0.010417,0.111924,0.04078,0.056738,0.142287,CCN19103010000304
305_L6b CTX,L6b CTX Clic5,L6b CTX,NP/CT/L6b,Glutamatergic,311,0.379421,0.620579,0,0.016077,0.131833,0,0.067524,0,0,0,0,0,0.009646,0,0.006431,0.26045,0.508039,0,CCN19103010000305
306_L6b CTX,L6b CTX Clic5,L6b CTX,NP/CT/L6b,Glutamatergic,2073,0.283647,0.716353,0,0,0.167873,0,0.004342,0,0.017849,0,0,0.050169,0.004342,0,0.073806,0.009648,0.016401,0.655572,CCN19103010000306
307_L6b CTX,L6b CTX Clic5,L6b CTX,NP/CT/L6b,Glutamatergic,1259,0.350278,0.649722,0.009531,0.000794,0.020651,0,0,0,0.350278,0.01112,0.00556,0.017474,0,0,0.448769,0.052423,0,0.0834,CCN19103010000307
308_L6b RHP,L6b RHP Nxph4 Cobll1,L6b CTX,NP/CT/L6b,Glutamatergic,61,0.655738,0.344262,0,0,0.016393,0,0.295082,0,0,0,0,0,0.639344,0,0,0,0,0.04918,CCN19103010000308
309_L6b RHP,L6b RHP Nxph4 Cobll1,L6b CTX,NP/CT/L6b,Glutamatergic,65,0.953846,0.046154,0,0,0,0,0.984615,0,0,0,0,0,0.015385,0,0,0,0,0,CCN19103010000309
310_L6b RHP,L6b RHP Nxph4 Cobll1,L6b CTX,NP/CT/L6b,Glutamatergic,1298,0.521572,0.478428,0,0.008475,0.003852,0,0.57319,0.00077,0,0,0,0,0.348998,0,0,0.001541,0.063174,0,CCN19103010000310
311_L6b CTX,L6b CTX Clic5,L6b CTX,NP/CT/L6b,Glutamatergic,995,0.296482,0.703518,0.2,0.00201,0.00201,0,0.00201,0,0.508543,0.048241,0.041206,0.003015,0.00804,0.00804,0.136683,0.005025,0.00402,0.031156,CCN19103010000311
312_L6b CTX,L6b CTX Clic5,L6b CTX,NP/CT/L6b,Glutamatergic,644,0.282609,0.717391,0,0.001553,0.100932,0,0.001553,0,0.166149,0.001553,0,0.041925,0.01087,0,0.118012,0.009317,0.045031,0.503106,CCN19103010000312
313_L6b CTX,L6b CTX Clic5,L6b CTX,NP/CT/L6b,Glutamatergic,581,0.366609,0.633391,0.086059,0.024096,0.061962,0,0.027539,0,0.144578,0.025818,0.072289,0.012048,0.13253,0.015491,0.16179,0.034423,0.055077,0.146299,CCN19103010000313
314_L6b CTX,L6b CTX Clic5,L6b CTX,NP/CT/L6b,Glutamatergic,387,0.346253,0.653747,0,0.002584,0.134367,0,0.023256,0,0.002584,0,0,0.028424,0.031008,0.002584,0.015504,0.015504,0.209302,0.534884,CCN19103010000314
315_L6b CTX,L6b CTX Clic5,L6b CTX,NP/CT/L6b,Glutamatergic,909,0.293729,0.706271,0.110011,0.014301,0.007701,0,0,0,0.40374,0.037404,0.113311,0.005501,0,0.008801,0.179318,0.017602,0.0033,0.09901,CCN19103010000315
316_L6b CTX,L6b CTX Clic5,L6b CTX,NP/CT/L6b,Glutamatergic,1799,0.285158,0.714842,0.163424,0.055031,0.017788,0,0.003891,0,0.382991,0.047248,0.188438,0.001112,0.021123,0.006115,0.071707,0.013897,0.018344,0.008894,CCN19103010000316
317_L6b CTX,L6b CTX Slc17a8,L6b CTX,NP/CT/L6b,Glutamatergic,849,0.383981,0.616019,0.096812,0.087367,0.061393,0,0.029516,0.001181,0.095632,0.023613,0.102715,0.010626,0.089728,0.030697,0.066116,0.082645,0.09327,0.128689,CCN19103010000317
318_SUB,SUB Fn1,SUB-ProS,DG/SUB/CA,Glutamatergic,735,0.534694,0.465306,0,0,0,0,0,0.055782,0,0,0,0,0.92381,0.020408,0,0,0,0,CCN19103010000318
319_SUB,SUB Fn1,SUB-ProS,DG/SUB/CA,Glutamatergic,767,0.408083,0.591917,0,0,0,0,0,0.006519,0,0,0,0,0.993481,0,0,0,0,0,CCN19103010000319
320_SUB,SUB Fn1,SUB-ProS,DG/SUB/CA,Glutamatergic,820,0.502439,0.497561,0,0,0,0,0.006098,0,0,0,0,0,0.993902,0,0,0,0,0,CCN19103010000320
321_SUB,SUB Fn1,SUB-ProS,DG/SUB/CA,Glutamatergic,532,0.567669,0.432331,0,0,0,0,0,0.039474,0,0,0,0,0.960526,0,0,0,0,0,CCN19103010000321
322_ProS,ProS Arhgap6,SUB-ProS,DG/SUB/CA,Glutamatergic,98,0.744898,0.255102,0,0,0,0,0.010204,0,0,0,0,0,0.989796,0,0,0,0,0,CCN19103010000322
323_ProS,ProS Arhgap6,SUB-ProS,DG/SUB/CA,Glutamatergic,423,0.739953,0.260047,0,0,0,0,0.01182,0.111111,0,0,0,0,0.877069,Dcn,0,0,0,0,CCN19103010000323
