"sample_id","cluster","class","subclass","Genes.Detected","donor","sex","roi","percent_reads_aligned_to_introns"
"SM-CZ1X6_S34_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",4701,"H200.1030","M","MTG_L3",52.1122418159876
"SM-CZ1X6_S35_E1-50","Inh L4-5 PVALB MEPE","GABAergic","PVALB",3952,"H200.1030","M","MTG_L3",49.9894442708742
"SM-CZ1X6_S54_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",4272,"H200.1030","M","MTG_L3",42.3042228882
"SM-CZ1X6_S55_E1-50","Inh L1-4 VIP PENK","GABAergic","VIP",5150,"H200.1030","M","MTG_L3",39.8966907681004
"SM-CZ1X6_S62_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",4523,"H200.1030","M","MTG_L3",55.6395232533225
"SM-CZ1X7_S01_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",2751,"H200.1030","M","MTG_L3",57.9489136245635
"SM-CZ1X7_S06_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",3203,"H200.1030","M","MTG_L3",48.8249828101913
"SM-CZ1X7_S07_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",3779,"H200.1030","M","MTG_L3",62.0690352459095
"SM-CZ1X8_S03_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",3163,"H200.1030","M","MTG_L3",53.8925118084789
"SM-CZ1X8_S04_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",6610,"H200.1030","M","MTG_L3",60.931191426608
"SM-CZ1X8_S08_E1-50","Inh L2-5 PVALB SCUBE3","GABAergic","Chandelier",3387,"H200.1030","M","MTG_L3",42.1079039635988
"SM-CZ1X9_S04_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",4269,"H200.1030","M","MTG_L3",50.7165710042744
"SM-CZ1X9_S07_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",3799,"H200.1030","M","MTG_L3",54.4127718190967
"SM-CZ1X9_S08_E1-50","Micro L1-6 TYROBP","Non-neuronal","Microglia",1012,"H200.1030","M","MTG_L3",51.1373417286084
"SM-CZ1X9_S12_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",3938,"H200.1030","M","MTG_L3",31.053966569489
"SM-CZ1X9_S13_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",3005,"H200.1030","M","MTG_L3",56.5055765719332
"SM-CZ1X9_S22_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",4304,"H200.1030","M","MTG_L3",48.5056881784845
"SM-CZ1X9_S24_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1724,"H200.1030","M","MTG_L3",60.9742910221129
"LS-15571_S01_E1-50","Inh L1-3 SST CALB1","GABAergic","SST",3348,"H200.1030","M","MTG_L3",57.8608646660766
"LS-15571_S03_E1-50","Inh L2-4 SST FRZB","GABAergic","SST",4273,"H200.1030","M","MTG_L3",63.3917611201464
"LS-15571_S07_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",5076,"H200.1030","M","MTG_L3",59.9990565102377
"LS-15571_S08_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1431,"H200.1030","M","MTG_L3",53.8144046075557
"LS-15571_S10_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",3535,"H200.1030","M","MTG_L3",47.3417603651716
"LS-15571_S11_E1-50","Inh L1-3 VIP CCDC184","GABAergic","VIP",4100,"H200.1030","M","MTG_L3",55.6931314494174
"LS-15571_S13_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",4254,"H200.1030","M","MTG_L3",59.988478464634
"LS-15571_S14_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",4893,"H200.1030","M","MTG_L3",59.5874647354533
"LS-15571_S25_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",3917,"H200.1030","M","MTG_L3",64.974258335641
"LS-15573_S26_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",4709,"H200.1030","M","MTG_L3",65.3735145189852
"LS-15573_S31_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",3543,"H200.1030","M","MTG_L3",56.2755910586376
"LS-15574_S25_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",3335,"H200.1030","M","MTG_L3",49.4750957259108
"LS-15574_S27_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",4069,"H200.1030","M","MTG_L3",43.0420060599115
"LS-15574_S28_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",4022,"H200.1030","M","MTG_L3",54.5172366516524
"SM-D9EPL_S33_E1-50","Inh L1-3 VIP CCDC184","GABAergic","VIP",3776,"H200.1030","M","MTG_L3",51.2535301328218
"SM-D9EPL_S35_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",3822,"H200.1030","M","MTG_L3",44.7876266797526
"SM-D9EPL_S37_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",4890,"H200.1030","M","MTG_L3",46.3937224942634
"SM-D9EPL_S40_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",2671,"H200.1030","M","MTG_L3",54.1348470260319
"LS-15575_S34_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",3247,"H200.1030","M","MTG_L3",58.2999816892381
"LS-15575_S35_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",4816,"H200.1030","M","MTG_L3",60.048194765225
"LS-15575_S38_E1-50","Inh L1-2 VIP TSPAN12","GABAergic","VIP",3811,"H200.1030","M","MTG_L3",49.2665969844237
"LS-15578_S87_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",3642,"H200.1030","M","MTG_L4",54.8566737518081
"LS-15559_S84_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",3298,"H200.1030","M","MTG_L4",59.8378282866333
"LS-15566_S89_E1-50","Inh L1-4 VIP OPRM1","GABAergic","VIP",3800,"H200.1030","M","MTG_L4",47.5627775172735
"LS-15566_S91_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",3974,"H200.1030","M","MTG_L4",52.4035950400958
"LS-15566_S92_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",3526,"H200.1030","M","MTG_L4",55.9084497790561
"LS-15567_S89_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",2574,"H200.1030","M","MTG_L4",49.2915292550756
"LS-15567_S92_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",4911,"H200.1030","M","MTG_L4",54.1306495621626
"LS-15568_S90_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",4655,"H200.1030","M","MTG_L4",64.2360215917954
"LS-15568_S95_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",3860,"H200.1030","M","MTG_L4",61.8764333593363
"SQ-80013_S57_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",3729,"H200.1030","M","MTG_L4",63.0273341995336
"SQ-80013_S85_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",4124,"H200.1030","M","MTG_L4",44.2556197314763
"SQ-80013_S89_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",4314,"H200.1030","M","MTG_L4",63.9029892644118
"SQ-80013_S92_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",4112,"H200.1030","M","MTG_L4",60.8333231103062
"SM-CZ1X2_S76_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",5471,"H200.1030","M","MTG_L4",60.7157604542741
"SM-CZ1X2_S82_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",5033,"H200.1030","M","MTG_L4",62.4253778469838
"SM-CZ1X2_S86_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",3241,"H200.1030","M","MTG_L4",51.6114749554975
"SM-CZ1X2_S88_E1-50","Micro L1-6 TYROBP","Non-neuronal","Microglia",1167,"H200.1030","M","MTG_L4",55.6807200671746
"SM-CZ1X2_S92_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",3058,"H200.1030","M","MTG_L4",60.9704974816702
"SM-CZ1X2_S93_E1-50","Inh L2-5 VIP SERPINF1","GABAergic","VIP",3273,"H200.1030","M","MTG_L4",51.1636810911629
"SM-CZ1X2_S94_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",3829,"H200.1030","M","MTG_L4",53.69538928675
"SM-CZ1X3_S67_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",2841,"H200.1030","M","MTG_L4",47.3136373528485
"SM-CZ1X3_S72_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1578,"H200.1030","M","MTG_L4",48.9972484511218
"SM-CZ1X3_S74_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",3855,"H200.1030","M","MTG_L4",51.919945544342
"SM-CZ1X3_S75_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",4704,"H200.1030","M","MTG_L4",55.3864719672295
"SM-CZ1X3_S76_E1-50","Inh L4-5 PVALB MEPE","GABAergic","PVALB",4331,"H200.1030","M","MTG_L4",60.877347887656
"SM-CZ1X3_S82_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",3250,"H200.1030","M","MTG_L4",61.7332303330682
"SM-CZ1X3_S84_E1-50","Inh L4-5 PVALB MEPE","GABAergic","PVALB",4873,"H200.1030","M","MTG_L4",59.7462238779573
"SM-CZ1X3_S87_E1-50","Inh L2-4 VIP SPAG17","GABAergic","VIP",3367,"H200.1030","M","MTG_L4",47.7448937407435
"SM-CZ1X3_S94_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",3929,"H200.1030","M","MTG_L4",56.9315952945169
"SM-CZ1X3_S95_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",4614,"H200.1030","M","MTG_L4",57.6610131057217
"SM-CZ1X3_S96_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1585,"H200.1030","M","MTG_L4",61.4461184480298
"SM-CZ1X4_S65_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",3226,"H200.1030","M","MTG_L4",52.5857103970498
"SM-CZ1X4_S74_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",4115,"H200.1030","M","MTG_L4",50.8642849520153
"SM-CZ1X4_S84_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",3541,"H200.1030","M","MTG_L4",60.0660902994482
"SM-CZ1X4_S85_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",5305,"H200.1030","M","MTG_L4",60.8848222913139
"SM-CZ1X4_S91_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",2489,"H200.1030","M","MTG_L4",50.9924364355885
"SM-CZ1X4_S96_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",2296,"H200.1030","M","MTG_L4",59.9029633396812
"SM-CZ1X5_S66_E1-50","Inh L1-4 VIP CHRNA6","GABAergic","VIP",4858,"H200.1030","M","MTG_L4",47.1659115715794
"SM-CZ1X5_S67_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4347,"H200.1030","M","MTG_L4",62.3405346590461
"SM-CZ1X5_S69_E1-50","Inh L5-6 SST KLHDC8A","GABAergic","SST",4382,"H200.1030","M","MTG_L4",61.3893477325638
"SM-CZ1X5_S71_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",5487,"H200.1030","M","MTG_L4",61.3502344140242
"SM-CZ1X5_S74_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",4194,"H200.1030","M","MTG_L4",51.5636114836588
"SM-CZ1X5_S83_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",5301,"H200.1030","M","MTG_L4",55.0865520293374
"SM-CZ1X5_S86_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",4394,"H200.1030","M","MTG_L4",55.6612885169592
"SM-CZ1X6_S65_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",3960,"H200.1030","M","MTG_L4",53.7867421078234
"SM-CZ1X6_S77_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",2813,"H200.1030","M","MTG_L4",59.1332901966099
"SM-CZ1X6_S78_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",2767,"H200.1030","M","MTG_L4",61.2247252843767
"SM-CZ1X6_S79_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",3503,"H200.1030","M","MTG_L4",59.2406341725102
"SM-CZ1X6_S84_E1-50","Inh L5-6 SST TH","GABAergic","SST",4954,"H200.1030","M","MTG_L4",49.2299519951884
"SM-CZ1X6_S85_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",6235,"H200.1030","M","MTG_L4",59.1032212454326
"SM-CZ1X6_S87_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",4116,"H200.1030","M","MTG_L4",54.8317903506576
"SM-CZ1X6_S95_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",5737,"H200.1030","M","MTG_L4",60.5799099620296
"SM-D9EP6_S81_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",2118,"H200.1023","F","MTG_L1",44.1548359259258
"SM-D9EP6_S89_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",2157,"H200.1023","F","MTG_L1",58.9814154502767
"SM-D9EP6_S90_E1-50","Inh L1-2 VIP TSPAN12","GABAergic","VIP",2815,"H200.1023","F","MTG_L1",46.683574868004
"SM-D9EP6_S91_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3909,"H200.1023","F","MTG_L1",57.9831646772799
"SM-D9EP6_S92_E1-50","Inh L1-2 LAMP5 DBP","GABAergic","LAMP5/PAX6/Other",3340,"H200.1023","F","MTG_L1",51.0300536592915
"SM-D9EP6_S93_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",3881,"H200.1023","F","MTG_L1",53.91972834013
"SM-D9EP6_S94_E1-50","Inh L1-3 VIP ADAMTSL1","GABAergic","VIP",3469,"H200.1023","F","MTG_L1",58.3822922201047
"SM-D9EP6_S95_E1-50","Inh L1 SST CHRNA4","GABAergic","LAMP5/PAX6/Other",3386,"H200.1023","F","MTG_L1",40.1275278118542
"SM-D9EON_S58_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",3694,"H200.1023","F","MTG_L1",55.7969026016538
"SM-D9EON_S60_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",3387,"H200.1023","F","MTG_L1",55.3336438753545
"SM-D9EON_S61_E1-50","Inh L1 SST CHRNA4","GABAergic","LAMP5/PAX6/Other",3489,"H200.1023","F","MTG_L1",47.2880133656308
"SM-D9EON_S62_E1-50","Inh L1-2 VIP TSPAN12","GABAergic","VIP",3087,"H200.1023","F","MTG_L1",44.2339074552175
"SM-D9EON_S75_E1-50","Inh L1-2 VIP LBH","GABAergic","VIP",4489,"H200.1023","F","MTG_L1",62.7239276555271
"SM-D9EON_S77_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",2905,"H200.1023","F","MTG_L1",64.8665674971414
"SM-D9EON_S78_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",3003,"H200.1023","F","MTG_L1",57.887717204939
"SM-D9EON_S82_E1-50","Inh L1-2 VIP PCDH20","GABAergic","VIP",3099,"H200.1023","F","MTG_L1",57.985345857438
"SM-D9EON_S86_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",2365,"H200.1023","F","MTG_L1",55.5434057934601
"SM-D9EON_S87_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",3324,"H200.1023","F","MTG_L1",58.1130038326474
"SM-D9EON_S90_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",3363,"H200.1023","F","MTG_L1",56.6567061053312
"SM-D9EON_S91_E1-50","Inh L1-2 VIP PCDH20","GABAergic","VIP",3540,"H200.1023","F","MTG_L1",54.8867943698158
"SM-D9EON_S95_E1-50","Inh L1-2 VIP LBH","GABAergic","VIP",3503,"H200.1023","F","MTG_L1",45.0341523452529
"SM-D9EON_S96_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",1929,"H200.1023","F","MTG_L1",47.7116613569101
"SM-D9EOU_S81_E1-50","Inh L4-6 SST GXYLT2","GABAergic","SST",3134,"H200.1023","F","MTG_L2",55.7948342807843
"SM-D9EOU_S83_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",2256,"H200.1023","F","MTG_L2",38.8231332822682
"SM-D9EOU_S96_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",2051,"H200.1023","F","MTG_L2",48.4216476788542
"SM-D9EOX_S74_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",3113,"H200.1023","F","MTG_L2",54.3284311186363
"SM-D9EOX_S76_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",5836,"H200.1023","F","MTG_L2",57.2493631485045
"SM-D9EOX_S82_E1-50","Inh L1-3 VIP CCDC184","GABAergic","VIP",3790,"H200.1023","F","MTG_L2",56.1218348044642
"SM-D9EOX_S86_E1-50","Inh L1-3 VIP ADAMTSL1","GABAergic","VIP",3192,"H200.1023","F","MTG_L2",58.7750282020641
"SM-D9EOX_S87_E1-50","Inh L1-3 VIP ADAMTSL1","GABAergic","VIP",3227,"H200.1023","F","MTG_L2",63.4697468449905
"SM-D9EOX_S89_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3860,"H200.1023","F","MTG_L2",50.0287757490954
"SM-D9EPT_S03_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3563,"H200.1023","F","MTG_L2",56.1906010189515
"SM-D9EPT_S04_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",1653,"H200.1023","F","MTG_L2",41.5408075341269
"SM-D9EPT_S18_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",3240,"H200.1023","F","MTG_L2",59.2559496957773
"SM-D9EPT_S19_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",2903,"H200.1023","F","MTG_L2",54.0749881134208
"SM-D9EPT_S21_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",4455,"H200.1023","F","MTG_L2",59.5773499851531
"SM-D9EPU_S01_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",4485,"H200.1023","F","MTG_L2",56.3377166577734
"SM-D9EPU_S09_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",2534,"H200.1023","F","MTG_L2",59.3491043694282
"SM-D9EPU_S12_E1-50","Inh L2-4 SST FRZB","GABAergic","SST",4151,"H200.1023","F","MTG_L2",55.9287737924205
"SM-D9EPU_S21_E1-50","Inh L1-2 VIP LBH","GABAergic","VIP",3574,"H200.1023","F","MTG_L2",61.4043230943928
"SM-D9EPR_S01_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",3052,"H200.1023","F","MTG_L2",62.7273946353948
"SM-D9EPR_S02_E1-50","Inh L1-3 VIP SYT6","GABAergic","VIP",3083,"H200.1023","F","MTG_L2",63.0404263284913
"SM-D9EPS_S01_E1-50","Inh L1-2 VIP PCDH20","GABAergic","VIP",2890,"H200.1023","F","MTG_L2",52.2479482820274
"SM-D9EPS_S05_E1-50","Inh L1-3 VIP CCDC184","GABAergic","VIP",3571,"H200.1023","F","MTG_L2",56.3750273620689
"SM-D9EPS_S08_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1830,"H200.1023","F","MTG_L2",58.3130156440202
"SM-D9EPS_S11_E1-50","Inh L2-4 SST FRZB","GABAergic","SST",3442,"H200.1023","F","MTG_L2",52.0975118980088
"SM-D9EPS_S14_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3766,"H200.1023","F","MTG_L2",54.4917570863848
"LS-15905_S30_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",3579,"H200.1023","F","MTG_L2",48.6960342366679
"LS-15906_S14_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",2897,"H200.1023","F","MTG_L2",58.112418014131
"LS-15906_S16_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",1512,"H200.1023","F","MTG_L2",48.9133041924888
"LS-15906_S18_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",2388,"H200.1023","F","MTG_L2",63.2971269950564
"LS-15906_S22_E1-50","Inh L1-4 VIP OPRM1","GABAergic","VIP",1940,"H200.1023","F","MTG_L2",50.9410977299002
"LS-15907_S11_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",2987,"H200.1023","F","MTG_L2",59.5932749859526
"LS-15907_S23_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",4414,"H200.1023","F","MTG_L2",56.8638545128999
"LS-15908_S12_E1-50","Inh L1-2 VIP PCDH20","GABAergic","VIP",3393,"H200.1023","F","MTG_L2",65.4419297037565
"LS-15908_S14_E1-50","Inh L1-4 VIP OPRM1","GABAergic","VIP",2909,"H200.1023","F","MTG_L2",58.1509413019872
"LS-15908_S23_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",3454,"H200.1023","F","MTG_L2",59.0056301018896
"LS-15909_S17_E1-50","Inh L1-4 VIP OPRM1","GABAergic","VIP",2312,"H200.1023","F","MTG_L2",62.4959127934831
"LS-15909_S18_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",2217,"H200.1023","F","MTG_L2",51.1010060864488
"LS-15909_S20_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",3713,"H200.1023","F","MTG_L2",60.3954552644356
"LS-15909_S22_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",4653,"H200.1023","F","MTG_L2",58.5070981848443
"LS-15909_S23_E1-50","Inh L1-3 SST CALB1","GABAergic","SST",3962,"H200.1023","F","MTG_L2",58.7690762186782
"LS-15909_S25_E1-50","Inh L1-3 VIP SYT6","GABAergic","VIP",4967,"H200.1023","F","MTG_L2",60.0313811527144
"LS-15906_S38_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",2914,"H200.1023","F","MTG_L2",61.2823202538582
"LS-15907_S29_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",3019,"H200.1023","F","MTG_L2",53.6324887642548
"LS-15907_S31_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",2278,"H200.1023","F","MTG_L2",49.4566004317583
"LS-15907_S45_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",2112,"H200.1023","F","MTG_L2",48.4161294404424
"LS-15908_S30_E1-50","Inh L1-2 VIP PCDH20","GABAergic","VIP",2945,"H200.1023","F","MTG_L2",64.8433852702686
"LS-15908_S33_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3695,"H200.1023","F","MTG_L2",54.1167509638777
"LS-15908_S35_E1-50","Inh L1-2 VIP LBH","GABAergic","VIP",3846,"H200.1023","F","MTG_L2",67.3657356723985
"LS-15908_S36_E1-50","Inh L1-3 SST CALB1","GABAergic","SST",2409,"H200.1023","F","MTG_L2",48.9483205221879
"LS-15908_S39_E1-50","Inh L1-3 VIP ADAMTSL1","GABAergic","VIP",4570,"H200.1023","F","MTG_L2",62.7900036545899
"LS-15908_S40_E1-50","Micro L1-6 TYROBP","Non-neuronal","Microglia",1436,"H200.1023","F","MTG_L2",56.8231400360901
"LS-15909_S37_E1-50","Inh L1-4 VIP CHRNA6","GABAergic","VIP",3406,"H200.1023","F","MTG_L2",62.8435573331777
"SM-D9EOV_S84_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",4082,"H200.1023","F","MTG_L3",61.7938518698533
"SM-D9EOV_S87_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3532,"H200.1023","F","MTG_L3",62.9518112435562
"SM-D9EOV_S91_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",3831,"H200.1023","F","MTG_L3",53.5900311648485
"SM-D9EOV_S92_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",1997,"H200.1023","F","MTG_L3",40.3395424717127
"SM-D9EOV_S95_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",6160,"H200.1023","F","MTG_L3",60.7320683587521
"SM-D9EOY_S74_E1-50","Inh L1-3 SST CALB1","GABAergic","SST",2519,"H200.1023","F","MTG_L3",61.7565181172417
"SM-D9EOY_S84_E1-50","Inh L2-4 SST FRZB","GABAergic","SST",2980,"H200.1023","F","MTG_L3",50.3416024625735
"SM-D9EOY_S85_E1-50","Inh L2-6 VIP QPCT","GABAergic","VIP",2668,"H200.1023","F","MTG_L3",45.7608562898003
"SM-D9EOY_S87_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",4638,"H200.1023","F","MTG_L3",61.3487814310683
"SM-D9EOY_S91_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",2347,"H200.1023","F","MTG_L3",47.9524032185392
"SM-D9EOY_S93_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",4295,"H200.1023","F","MTG_L3",66.4934247692573
"SM-D9EPT_S25_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",3524,"H200.1023","F","MTG_L3",41.2943752112659
"SM-D9EPT_S28_E1-50","Inh L1-4 VIP PENK","GABAergic","VIP",3247,"H200.1023","F","MTG_L3",62.3673718798579
"SM-D9EPT_S34_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",4005,"H200.1023","F","MTG_L3",59.0551851672542
"SM-D9EPT_S39_E1-50","Inh L2-4 SST FRZB","GABAergic","SST",2144,"H200.1023","F","MTG_L3",60.1051064242108
"SM-D9EPT_S51_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",5233,"H200.1023","F","MTG_L3",54.7677615463804
"SM-D9EPT_S55_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",3040,"H200.1023","F","MTG_L3",52.734557790234
"SM-D9EPU_S38_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",3977,"H200.1023","F","MTG_L3",39.0645563437559
"SM-D9EPU_S44_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3925,"H200.1023","F","MTG_L3",60.1386909069849
"SM-D9EPU_S45_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",4401,"H200.1023","F","MTG_L3",53.1189080235781
"SM-D9EPU_S47_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",3051,"H200.1023","F","MTG_L3",48.4525335803279
"SM-D9EPR_S17_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",5256,"H200.1023","F","MTG_L3",54.6758317936308
"SM-D9EPR_S24_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1492,"H200.1023","F","MTG_L3",51.1111626478729
